XXXX0000;-------- FRANCE ---------
FRXX5252;Sainte-Marie-de-Vaux
FRXX4708;Sainte-Marie-sur-Ouche
FRXX5344;Sainte-Maure-de-Peyriac
FRXX5071;Sainte-Maure-de-Touraine
FRXX2016;Sainte-Maxime
FRXX1652;Sainte-Menehould
FRXX5857;Sainte-Mere-Eglise
FRXX4914;Saint-Emiland
FRXX4602;Saint-Emilion
FRXX5293;Sainte-Neomaye
FRXX6219;Sainte-Opportune-du-Bosc
FRXX2610;Sainte-Orse
FRXX6009;Sainte-Ouenne
FRXX1338;Sainte-Pazanne
FRXX2361;Sainte-Pience
FRXX5422;Sainte-Radegonde
FRXX6767;Sainte-Radegonde-des-Noyers
FRXX2075;Sainte-Radegonde-en-Touraine
FRXX6754;Sainte-Reine
FRXX3887;Saint-Erme-Outre-et-Ramecourt
FRXX3271;Saintes
FRXX4813;Sainte-Savine
FRXX3832;Sainte-Severe-sur-Indre
FRXX3495;Sainte-Sigolene
FRXX5479;Saintes-Maries-de-la-Mer
FRXX3274;Sainte-Soulle
FRXX2000;Saint-Esteve
FRXX3083;Sainte-Suzanne
FRXX6175;Sainte-Suzanne
FRXX1677;Sainte-Suzanne-sur-Vire
FRXX0274;Saint-Etienne
FRXX4222;Saint-Etienne-au-Mont
FRXX4624;Saint-Etienne-au-Temple
FRXX2767;Saint-Etienne-de-Baigorry
FRXX6179;Saint-Etienne-de-Chomeil
FRXX6462;Saint-Etienne-de-Crossey
FRXX4325;Saint-Etienne-de-Cuines
FRXX5542;Saint-Etienne-de-Fontbellon
FRXX5617;Saint-Etienne-de-Fursac
FRXX6230;Saint-Etienne-de-Lugdares
FRXX6422;Saint-Etienne-de-Montluc
FRXX4253;Saint-Etienne-de-Saint-Geoirs
FRXX6431;Saint-Etienne-de-Tulmont
FRXX6126;Saint-Etienne-de-Vicq
FRXX3364;Saint-Etienne-du-Bois
FRXX1748;Saint-Etienne-du-Gres
FRXX0089;Saint-Etienne-du-Rouvray
FRXX4674;Saint-Etienne-en-Devoluy
FRXX2939;Saint-Etienne-Estrechoux
FRXX5493;Saint-Etienne-la-Thillaye
FRXX6120;Saint-Etienne-le-Laus
FRXX1706;Saint-Etienne-les-Orgues
FRXX6101;Saint-Etienne-Vallee-Francaise
FRXX3140;Sainte-Tulle
FRXX3117;Saint-Eutrope-de-Born
FRXX4062;Sainte-Valiere
FRXX6340;Saint-Evarzec
FRXX4282;Saint-Evroult-de-Montfort
FRXX6243;Saint-Exupery-les-Roches
FRXX5257;Saint-Fargeau
FRXX5648;Saint-Fargeau-Ponthierry
FRXX6228;Saint-Felicien
FRXX4959;Saint-Felix
FRXX3958;Saint-Felix-de-Pallieres
FRXX2436;Saint-Felix-de-Villadeix
FRXX5151;Saint-Felix-Lauragais
FRXX2727;Saint-Ferreol-d'Auroure
FRXX4202;Saint-Ferreol-des-Cotes
FRXX1721;Saint-Firmin
FRXX1205;Saint-Firmin-sur-Loire
FRXX6138;Saint-Florent
FRXX4566;Saint-Florentin
FRXX5994;Saint-Florent-le-Vieil
FRXX5563;Saint-Florent-sur-Auzonnet
FRXX4761;Saint-Florent-sur-Cher
FRXX3969;Saint-Flour
FRXX3132;Saint-Flour-de-Mercoire
FRXX2704;Saint-Folquin
FRXX2301;Saint-Fons
FRXX6528;Saint-Forgeot
FRXX6068;Saint-Fraimbault-de-Prieres
FRXX1306;Saint-Frajou
FRXX5740;Saint-Front
FRXX6152;Saint-Front-d'Alemps
FRXX5328;Saint-Fulgent
FRXX4918;Saint-Galmier
FRXX0370;Saint-Gaudens
FRXX1464;Saint-Gaultier
FRXX4353;Saint-Gauzens
FRXX2318;Saint-Gelais
FRXX4090;Saint-Gely-du-Fesc
FRXX2250;Saint-Gence
FRXX4964;Saint-Genes-Champanelle
FRXX2048;Saint-Genes-Champespe
FRXX5700;Saint-Genes-du-Retz
FRXX4920;Saint-Genest-Lerpt
FRXX1924;Saint-Genest-Malifaux
FRXX1939;Saint-Gengoux-le-National
FRXX6165;Saint-Genies-de-Comolas
FRXX3629;Saint-Genies-de-Fontedit
FRXX6141;Saint-Genies-de-Malgoires
FRXX3521;Saint-Genies-des-Mourgues
FRXX3894;Saint-Genis
FRXX4009;Saint-Genis-de-Blanzac
FRXX3275;Saint-Genis-de-Saintonge
FRXX4589;Saint-Genis-des-Fontaines
FRXX3269;Saint-Genis-d'Hiersac
FRXX6476;Saint-Genis-du-Bois
FRXX6541;Saint-Genis-Laval
FRXX4364;Saint-Genis-les-Ollieres
FRXX4845;Saint-Genis-Pouilly
FRXX1614;Saint-Genix-sur-Guiers
FRXX1372;Saint-Genou
FRXX2731;Saint-Geoire-en-Valdaine
FRXX2187;Saint-Georges
FRXX6089;Saint-Georges
FRXX4120;Saint-Georges-Blancaneix
FRXX3077;Saint-Georges-Buttavent
FRXX2646;Saint-Georges-de-Baroille
FRXX3424;Saint-Georges-de-Commiers
FRXX1064;Saint-Georges-de-Didonne
FRXX2763;Saint-Georges-de-Mons
FRXX4224;Saint-Georges-de-Reneins
FRXX6810;Saint-Georges-de-Rouelley
FRXX4772;Saint-Georges-des-Coteaux
FRXX5039;Saint-Georges-des-Groseillers
FRXX2039;Saint-Georges-d'Esperanche
FRXX6183;Saint-Georges-d'Oleron
FRXX1877;Saint-Georges-d'Orques
FRXX1959;Saint-Georges-du-Bois
FRXX2468;Saint-Georges-du-Bois
FRXX3284;Saint-Georges-du-Vievre
FRXX3383;Saint-Georges-en-Couzan
FRXX4871;Saint-Georges-la-Pouge
FRXX5358;Saint-Georges-le-Flechard
FRXX2969;Saint-Georges-le-Gaultier
FRXX6238;Saint-Georges-Motel
FRXX5256;Saint-Georges-sur-Baulche
FRXX1159;Saint-Georges-sur-Eure
FRXX5386;Saint-Georges-sur-Loire
FRXX1270;Saint-Gereon
FRXX5075;Saint-Germain
FRXX3634;Saint-Germain-au-Mont-d'Or
FRXX6325;Saint-Germain-Beaupre
FRXX1701;Saint-Germain-de-Calberte
FRXX6783;Saint-Germain-de-Joux
FRXX4582;Saint-Germain-de-la-Coudre
FRXX6737;Saint-Germain-de-Longue-Chaume
FRXX3980;Saint-Germain-de-Lusignan
FRXX1792;Saint-Germain-de-Montbron
FRXX6763;Saint-Germain-de-Princay
FRXX5408;Saint-Germain-de-Salles
FRXX5411;Saint-Germain-des-Fosses
FRXX4355;Saint-Germain-des-Pres
FRXX5619;Saint-Germain-des-Pres
FRXX5741;Saint-Germain-des-Pres
FRXX4193;Saint-Germain-du-Bel-Air
FRXX5647;Saint-Germain-du-Bois
FRXX3515;Saint-Germain-du-Corbeis
FRXX2835;Saint-Germain-du-Puch
FRXX2509;Saint-Germain-du-Puy
FRXX6102;Saint-Germain-du-Teil
FRXX2120;Saint-Germain-en-Laye
FRXX5177;Saint-Germain-en-Montagne
FRXX3167;Saint-Germain-la-Blanche-Herbe
FRXX4770;Saint-Germain-la-Campagne
FRXX1202;Saint-Germain-la-Montagne
FRXX5006;Saint-Germain-Laprade
FRXX1212;Saint-Germain-Laval
FRXX4789;Saint-Germain-Lavolps
FRXX3617;Saint-Germain-le-Gaillard
FRXX5701;Saint-Germain-Lembron
FRXX2197;Saint-Germain-les-Arlay
FRXX3063;Saint-Germain-les-Arpajon
FRXX1548;Saint-Germain-les-Belles
FRXX3759;Saint-Germain-les-Corbeil
FRXX5526;Saint-Germain-les-Vergnes
FRXX4695;Saint-Germain-le-Vasson
FRXX6318;Saint-Germain-le-Vieux
FRXX4938;Saint-Germain-pres-Herment
FRXX5518;Saint-Germain-sur-Avre
FRXX1430;Saint-Germain-sur-Ay
FRXX3878;Saint-Germain-sur-Moine
FRXX4877;Saint-Germain-sur-Rhone
FRXX5038;Saint-Germer-de-Fly
FRXX2033;Saint-Germier
FRXX1298;Saint-Geron
FRXX3452;Saint-Gervais-d'Auvergne
FRXX6511;Saint-Gervais-la-Foret
FRXX4338;Saint-Gervais-les-Bains
FRXX1453;Saint-Gervais-les-Trois-Clochers
FRXX4329;Saint-Gervais-sous-Meymont
FRXX4073;Saint-Gervais-sur-Mare
FRXX1874;Saint-Gervasy
FRXX4626;Saint-Gibrien
FRXX3679;Saint-Gildas-de-Rhuys
FRXX5722;Saint-Gildas-des-Bois
FRXX2049;Saint-Gilles
FRXX4065;Saint-Gilles
FRXX4620;Saint-Gilles-Croix-de-Vie
FRXX0126;Saint-Girons
FRXX3190;Saint-Goazec
FRXX5392;Saint-Gobain
FRXX3872;Saint-Gratien
FRXX5847;Saint-Gregoire
FRXX4270;Saint-Griede
FRXX4255;Saint-Haon
FRXX2648;Saint-Heand
FRXX2770;Saint-Herblain
FRXX1318;Saint-Hilaire
FRXX3309;Saint-Hilaire
FRXX3881;Saint-Hilaire
FRXX6548;Saint-Hilaire-Cottes
FRXX5559;Saint-Hilaire-de-Brethmas
FRXX6037;Saint-Hilaire-de-Loulay
FRXX5260;Saint-Hilaire-de-Lusignan
FRXX3065;Saint-Hilaire-de-Riez
FRXX6749;Saint-Hilaire-des-Loges
FRXX3066;Saint-Hilaire-de-Talmont
FRXX3263;Saint-Hilaire-de-Villefranche
FRXX6808;Saint-Hilaire-du-Harcouet
FRXX4635;Saint-Hilaire-du-Maine
FRXX5033;Saint-Hilaire-du-Rosier
FRXX2517;Saint-Hilaire-en-Lignieres
FRXX3388;Saint-Hilaire-les-Andresis
FRXX1267;Saint-Hilaire-les-Monges
FRXX6694;Saint-Hilaire-les-Places
FRXX3041;Saint-Hilaire-le-Vouhis
FRXX2850;Saint-Hilaire-lez-Cambrai
FRXX4399;Saint-Hilaire-Petitville
FRXX4006;Saint-Hilaire-Peyroux
FRXX1302;Saint-Hilaire-Saint-Mesmin
FRXX3351;Saint-Hilaire-sur-Erre
FRXX2096;Saint-Hilaire-sur-Helpe
FRXX5576;Saint-Hilaire-sur-Yerre
FRXX4979;Saint-Hippolyte
FRXX5458;Saint-Hippolyte
FRXX6342;Saint-Hippolyte
FRXX4700;Saint-Hippolyte-du-Fort
FRXX5713;Saint-Igny-de-Roche
FRXX2147;Saint-Igny-de-Vers
FRXX1577;Saint-Illiers-la-Ville
FRXX6122;Saint-Isidore
FRXX1960;Saint-Ismier
FRXX1732;Saint-Izaire
FRXX6299;Saint-Jacques-de-la-Lande
FRXX5156;Saint-Jacques-des-Arrets
FRXX3709;Saint-Jacques-des-Blats
FRXX4785;Saint-Jacut-de-la-Mer
FRXX3237;Saint-Jal
FRXX3599;Saint-James
FRXX3631;Saint-Jean
FRXX6634;Saint-Jean-aux-Amognes
FRXX5652;Saint-Jean-Bonnefonds
FRXX1496;Saint-Jean-Brevelay
FRXX0510;Saint-Jean-d'Arves
FRXX0505;Saint-Jean-d'Aulps
FRXX4381;Saint-Jean-de-Boiseau
FRXX2540;Saint-Jean-de-Bonneval
FRXX3036;Saint-Jean-de-Bournay
FRXX2693;Saint-Jean-de-Braye
FRXX1281;Saint-Jean-de-Chevelu
FRXX3612;Saint-Jean-de-Fos
FRXX4595;Saint-Jean-de-la-Motte
FRXX1340;Saint-Jean-de-la-Ruelle
FRXX6376;Saint-Jean-de-Laur
FRXX6182;Saint-Jean-de-Liversay
FRXX3949;Saint-Jean-de-Losne
FRXX1892;Saint-Jean-de-Luz
FRXX5094;Saint-Jean-de-Marcel
FRXX1857;Saint-Jean-de-Maruejols-et-Avejan
FRXX2003;Saint-Jean-de-Maurienne
FRXX1249;Saint-Jean-de-Moirans
FRXX6057;Saint-Jean-de-Monts
FRXX3280;Saint-Jean-de-Muzols
FRXX3492;Saint-Jean-de-Nay
FRXX5567;Saint-Jean-de-Paracol
FRXX5873;Saint-Jean-de-Sauves
FRXX4086;Saint-Jean-de-Serres
FRXX3763;Saint-Jean-des-Mauvrets
FRXX1964;Saint-Jean-des-Ollieres
FRXX5212;Saint-Jean-de-Vals
FRXX3504;Saint-Jean-de-Vedas
FRXX2697;Saint-Jean-d'Heurs
FRXX2094;Saint-Jean-du-Bouzet
FRXX4351;Saint-Jean-du-Cardonnay
FRXX6293;Saint-Jean-du-Gard
FRXX1142;Saint-Jean-en-Royans
FRXX6380;Saint-Jean-en-Val
FRXX4421;Saint-Jean-la-Bussiere
FRXX5739;Saint-Jean-Lachalm
FRXX1653;Saint-Jean-la-Fouillouse
FRXX2691;Saint-Jean-le-Blanc
FRXX2343;Saint-Jean-le-Centenier
FRXX5634;Saint-Jean-les-Deux-Jumeaux
FRXX4685;Saint-Jeannet
FRXX5604;Saint-Jean-Pied-de-Port
FRXX4227;Saint-Jean-Pla-de-Corts
FRXX2407;Saint-Jean-Saint-Nicolas
FRXX2124;Saint-Jean-Soleymieux
FRXX2059;Saint-Jeoire
FRXX3531;Saint-Joachim
FRXX6490;Saint-Jorioz
FRXX6451;Saint-Jory
FRXX3846;Saint-Jory-de-Chalais
FRXX4196;Saint-Joseph-de-Riviere
FRXX3247;Saint-Joseph-des-Bancs
FRXX3289;Saint-Jouan-des-Guerets
FRXX1978;Saint-Jouin-Bruneval
FRXX4299;Saint-Jouin-de-Blavou
FRXX2320;Saint-Jouin-de-Marnes
FRXX6143;Saint-Juery
FRXX3141;Saint-Julia-de-Bec
FRXX1480;Saint-Julien
FRXX3438;Saint-Julien
FRXX6479;Saint-Julien
FRXX4900;Saint-Julien-Chapteuil
FRXX5660;Saint-Julien-d'Armagnac
FRXX5398;Saint-Julien-d'Asse
FRXX6716;Saint-Julien-de-Civry
FRXX6424;Saint-Julien-de-Concelles
FRXX2696;Saint-Julien-de-Coppel
FRXX3174;Saint-Julien-de-Lampon
FRXX5561;Saint-Julien-de-Peyrolas
FRXX2056;Saint-Julien-de-Vouvantes
FRXX2809;Saint-Julien-du-Puy
FRXX5259;Saint-Julien-du-Sault
FRXX1375;Saint-Julien-en-Genevois
FRXX5565;Saint-Julien-en-Quint
FRXX2531;Saint-Julien-Labrousse
FRXX6324;Saint-Julien-la-Genete
FRXX2643;Saint-Julien-la-Vetre
FRXX3909;Saint-Julien-le-Faucon
FRXX2972;Saint-Julien-le-Petit
FRXX2195;Saint-Julien-les-Metz
FRXX4732;Saint-Julien-les-Montbeliard
FRXX3296;Saint-Julien-les-Villas
FRXX6349;Saint-Julien-Molhesabate
FRXX4788;Saint-Julien-pres-Bort
FRXX3017;Saint-Julien-Puy-Laveze
FRXX5868;Saint-Julien-sur-Bibost
FRXX6334;Saint-Julien-sur-Veyle
FRXX6231;Saint-Julien-Vocance
FRXX5842;Saint-Junien
FRXX4671;Saint-Jurs
FRXX2212;Saint-Just
FRXX2744;Saint-Just-de-Claix
FRXX4497;Saint-Just-en-Bas
FRXX1291;Saint-Just-en-Chaussee
FRXX6557;Saint-Just-en-Chevalet
FRXX4063;Saint-Just-et-Vacquieres
FRXX5651;Saint-Just-la-Pendue
FRXX2251;Saint-Just-le-Martel
FRXX2633;Saint-Just-Malmont
FRXX1203;Saint-Just-pres-Brioude
FRXX5120;Saint-Just-Saint-Rambert
FRXX2364;Saint-Just-Sauvage
FRXX3252;Saint-Juvin
FRXX3434;Saint-Lager
FRXX6609;Saint-Lambert-du-Lattay
FRXX1654;Saint-Lambert-la-Potherie
FRXX5749;Saint-Lary-Boujean
FRXX0504;Saint-Lary-Soulan
FRXX5577;Saint-Laurent-d'Aigouze
FRXX4977;Saint-Laurent-de-Cerdans
FRXX1449;Saint-Laurent-de-Chamousset
FRXX3985;Saint-Laurent-de-Cognac
FRXX3105;Saint-Laurent-de-Cuves
FRXX4429;Saint-Laurent-de-Jourdes
FRXX4075;Saint-Laurent-de-la-Cabrerisse
FRXX3879;Saint-Laurent-de-la-Plaine
FRXX3244;Saint-Laurent-de-la-Pree
FRXX4312;Saint-Laurent-de-la-Salanque
FRXX6370;Saint-Laurent-de-Neste
FRXX1049;Saint-Laurent-des-Arbres
FRXX3977;Saint-Laurent-des-Combes
FRXX1180;Saint-Laurent-des-Vignes
FRXX4538;Saint-Laurent-de-Terregatte
FRXX4423;Saint-Laurent-de-Vaux
FRXX6100;Saint-Laurent-de-Veyres
FRXX3437;Saint-Laurent-d'Oingt
FRXX4198;Saint-Laurent-du-Pont
FRXX6124;Saint-Laurent-du-Var
FRXX5216;Saint-Laurent-du-Verdon
FRXX2878;Saint-Laurent-en-Gatines
FRXX2542;Saint-Laurent-le-Minier
FRXX6517;Saint-Laurent-Medoc
FRXX2223;Saint-Laurent-Nouan
FRXX3740;Saint-Laurent-sur-Gorre
FRXX3656;Saint-Laurent-sur-Othain
FRXX5249;Saint-Laurent-sur-Saone
FRXX1591;Saint-Leger-des-Vignes
FRXX4352;Saint-Leger-du-Bourg-Denis
FRXX5917;Saint-Leger-les-Domart
FRXX1135;Saint-Leger-sous-Brienne
FRXX4663;Saint-Leger-sous-Cholet
FRXX5552;Saint-Leger-sous-Margerie
FRXX1940;Saint-Leger-sur-Dheune
FRXX1728;Saint-Leon
FRXX4457;Saint-Leon
FRXX4530;Saint-Leonard
FRXX5251;Saint-Leonard-de-Noblat
FRXX4376;Saint-Leonard-en-Beauce
FRXX2612;Saint-Leon-sur-Vezere
FRXX4658;Saint-Leu-la-Foret
FRXX2402;Saint-Lions
FRXX6285;Saint-Lizier
FRXX0090;Saint-Lo
FRXX6780;Saint-Loubouer
FRXX6662;Saint-Louis
FRXX5796;Saint-Louis-de-Montferrand
FRXX3218;Saint-Loup
FRXX4358;Saint-Loup
FRXX6034;Saint-Loup
FRXX3377;Saint-Loup-de-Naud
FRXX2989;Saint-Loup-Geanges
FRXX4309;Saint-Loup-sur-Semouse
FRXX3542;Saint-Loyer-des-Champs
FRXX4137;Saint-Lubin-de-la-Haye
FRXX4134;Saint-Lubin-des-Joncherets
FRXX6509;Saint-Lubin-en-Vergonnois
FRXX4287;Saint-Lunaire
FRXX3685;Saint-Lupicin
FRXX2030;Saint-Lys
FRXX1578;Saint-Macaire-en-Mauges
FRXX6599;Saint-Magne
FRXX3146;Saint-Maime
FRXX6368;Saint-Maixent
FRXX5341;Saint-Maixent-sur-Vie
FRXX0275;Saint-Malo
FRXX4609;Saint-Malo-du-Bois
FRXX1490;Saint-Malo-en-Donziois
FRXX2544;Saint-Mamert-du-Gard
FRXX3971;Saint-Mamet-la-Salvetat
FRXX5329;Saint-Mande
FRXX4272;Saint-Mandrier-sur-Mer
FRXX3397;Saint-Marcel
FRXX5806;Saint-Marcel
FRXX3248;Saint-Marcel-d'Ardeche
FRXX5580;Saint-Marcel-de-Careiret
FRXX2824;Saint-Marcel-de-Felines
FRXX1144;Saint-Marcel-les-Valence
FRXX5677;Saint-Marcellin
FRXX4379;Saint-Marcellin-en-Forez
FRXX5020;Saint-Marcel-Paulel
FRXX1853;Saint-Mards-en-Othe
FRXX1971;Saint-Marsal
FRXX5778;Saint-Mars-du-Desert
FRXX3733;Saint-Mars-la-Briere
FRXX5723;Saint-Mars-la-Jaille
FRXX3080;Saint-Mars-sur-la-Futaie
FRXX6772;Saint-Martial-de-Nabirat
FRXX1236;Saint-Martin-aux-Arbres
FRXX3538;Saint-Martin-Belle-Roche
FRXX1271;Saint-Martin-Boulogne
FRXX1681;Saint-Martin-d'Ablois
FRXX2552;Saint-Martin-d'Aout
FRXX4234;Saint-Martin-de-Belleville
FRXX3775;Saint-Martin-de-Bernegoue
FRXX1237;Saint-Martin-de-Boscherville
FRXX1420;Saint-Martin-de-Brethencourt
FRXX5312;Saint-Martin-de-Castillon
FRXX3509;Saint-Martin-de-Clelles
FRXX5467;Saint-Martin-de-Crau
FRXX6133;Saint-Martin-de-Fontenay
FRXX6747;Saint-Martin-de-la-Brasque
FRXX3852;Saint-Martin-de-Landelles
FRXX6567;Saint-Martin-de-Londres
FRXX4681;Saint-Martin-d'Entraunes
FRXX3148;Saint-Martin-de-Queyrieres
FRXX4015;Saint-Martin-de-Re
FRXX3185;Saint-Martin-de-Riberac
FRXX1632;Saint-Martin-de-Saint-Maixent
FRXX3777;Saint-Martin-de-Sanzay
FRXX3168;Saint-Martin-des-Besaces
FRXX2082;Saint-Martin-des-Champs
FRXX2138;Saint-Martin-des-Champs
FRXX4616;Saint-Martin-de-Seignanx
FRXX5680;Saint-Martin-des-Plains
FRXX1948;Saint-Martin-d'Estreaux
FRXX6251;Saint-Martin-de-Valamas
FRXX6265;Saint-Martin-de-Valgalgues
FRXX4936;Saint-Martin-d'Heres
FRXX5320;Saint-Martin-du-Bec
FRXX2277;Saint-Martin-du-Bois
FRXX3048;Saint-Martin-du-Fouilloux
FRXX4127;Saint-Martin-du-Frene
FRXX3930;Saint-Martin-du-Mont
FRXX5621;Saint-Martin-du-Mont
FRXX1489;Saint-Martin-du-Puy
FRXX2378;Saint-Martin-du-Tertre
FRXX2417;Saint-Martin-du-Var
FRXX3376;Saint-Martin-en-Biere
FRXX6358;Saint-Martin-en-Bresse
FRXX4973;Saint-Martin-en-Haut
FRXX2099;Saint-Martin-la-Garenne
FRXX4485;Saint-Martin-Laguepie
FRXX4897;Saint-Martin-la-Plaine
FRXX6331;Saint-Martin-le-Chatel
FRXX2718;Saint-Martin-le-Noeud
FRXX3891;Saint-Martin-les-Eaux
FRXX4612;Saint-Martin-les-Melle
FRXX3706;Saint-Martin-les-Seyne
FRXX3510;Saint-Martin-le-Vinoux
FRXX4118;Saint-Martin-Sainte-Catherine
FRXX4633;Saint-Martin-sous-Vigouroux
FRXX4326;Saint-Martin-sur-Arve
FRXX5346;Saint-Martin-sur-le-Pre
FRXX3210;Saint-Martin-Valmeroux
FRXX5405;Saint-Martin-Vesubie
FRXX4735;Saint-Mary-le-Plain
FRXX1649;Saint-Mathieu-de-Treviers
FRXX3136;Saint-Mathurin-sur-Loire
FRXX4286;Saint-Maur
FRXX5499;Saint-Maur
FRXX0291;Saint-Maur-des-Fosses
FRXX4547;Saint-Maurice
FRXX5970;Saint-Maurice-aux-Riches-Hommes
FRXX3205;Saint-Maurice-Colombier
FRXX1625;Saint-Maurice-Crillat
FRXX3334;Saint-Maurice-de-Beynost
FRXX4087;Saint-Maurice-de-Cazevieille
FRXX5592;Saint-Maurice-de-Gourdans
FRXX3272;Saint-Maurice-de-Laurencanne
FRXX3366;Saint-Maurice-de-Remens
FRXX6181;Saint-Maurice-des-Lions
FRXX4951;Saint-Maurice-d'Etelan
FRXX5698;Saint-Maurice-en-Quercy
FRXX1451;Saint-Maurice-la-Clouere
FRXX2053;Saint-Maurice-les-Charencey
FRXX3439;Saint-Maurice-les-Chateauneuf
FRXX1145;Saint-Maurice-Navacelles
FRXX3324;Saint-Maurice-Saint-Germain
FRXX4937;Saint-Maurice-sur-Adour
FRXX3435;Saint-Maurice-sur-Dargoire
FRXX4529;Saint-Maurice-sur-Moselle
FRXX1070;Saint-Maurice-sur-Vingeanne
FRXX4642;Saint-Max
FRXX2915;Saint-Maxent
FRXX5746;Saint-Maximin
FRXX0362;Saint-Maximin-la-Sainte-Baume
FRXX6072;Saint-Meard-de-Gurcon
FRXX5072;Saint-Medard-de-Guizieres
FRXX1031;Saint-Medard-de-Mussidan
FRXX3545;Saint-Medard-d'Eyrans
FRXX2890;Saint-Medard-en-Jalles
FRXX1131;Saint-Meen-le-Grand
FRXX3287;Saint-Meloir-des-Ondes
FRXX2524;Saint-Meme-les-Carrieres
FRXX2336;Saint-Memmie
FRXX4691;Saint-Menoux
FRXX4869;Saint-Merd-la-Breuille
FRXX1714;Saint-Michel
FRXX4046;Saint-Michel
FRXX2057;Saint-Michel-Chef-Chef
FRXX6398;Saint-Michel-de-Bannieres
FRXX3416;Saint-Michel-de-Chavaignes
FRXX5805;Saint-Michel-de-Fronsac
FRXX1002;Saint-Michel-de-Lanes
FRXX3845;Saint-Michel-de-la-Roe
FRXX3463;Saint-Michel-de-Maurienne
FRXX3853;Saint-Michel-des-Loups
FRXX2428;Saint-Michel-de-Villadeix
FRXX4617;Saint-Michel-Escalus
FRXX2997;Saint-Michel-et-Chanveaux
FRXX5314;Saint-Michel-le-Cloucq
FRXX4960;Saint-Michel-Loubejou
FRXX2975;Saint-Michel-sur-Meurthe
FRXX5274;Saint-Michel-sur-Orge
FRXX2642;Saint-Michel-sur-Rhone
FRXX5172;Saint-Mihiel
FRXX3176;Saint-Mitre-les-Remparts
FRXX6514;Saint-Mont
FRXX0091;Saint-Nazaire
FRXX5853;Saint-Nazaire-de-Pezan
FRXX6074;Saint-Nazaire-le-Desert
FRXX2674;Saint-Nectaire
FRXX1995;Saint-Nicolas
FRXX5247;Saint-Nicolas-Courbefy
FRXX4954;Saint-Nicolas-d'Aliermont
FRXX2015;Saint-Nicolas-de-la-Grave
FRXX4645;Saint-Nicolas-de-Port
FRXX3474;Saint-Nicolas-de-Redon
FRXX5807;Saint-Nicolas-des-Motets
FRXX4339;Saint-Nicolas-de-Veroce
FRXX4773;Saint-Nicolas-du-Pelem
FRXX3363;Saint-Nizier-le-Desert
FRXX3402;Saint-Nizier-sous-Charlieu
FRXX3663;Saint-Nolff
FRXX4342;Saint-Nom-la-Breteche
FRXX3457;Saint-Omer
FRXX6467;Saint-Omer-en-Chaussee
FRXX4459;Saint-Orens-de-Gameville
FRXX4460;Saint-Orens-Pouy-Petit
FRXX5205;Saint-Ouen
FRXX6712;Saint-Ouen
FRXX6184;Saint-Ouen-d'Aunis
FRXX5143;Saint-Ouen-de-Secherouvre
FRXX3283;Saint-Ouen-de-Thouberville
FRXX6818;Saint-Ouen-Domprot
FRXX5845;Saint-Ouen-du-Breuil
FRXX6829;Saint-Ouen-l'Aumone
FRXX6134;Saint-Ouen-le-Pin
FRXX5253;Saint-Ouen-les-Parey
FRXX6053;Saint-Ouen-Marchefroy
FRXX2709;Saint-Ours
FRXX3465;Saint-Oyen
FRXX1429;Saint-Pair-sur-Mer
FRXX6310;Saint-Palais
FRXX3217;Saint-Palais-de-Negrignac
FRXX3220;Saint-Palais-sur-Mer
FRXX6438;Saint-Pal-de-Mons
FRXX6664;Saint-Pancrasse
FRXX4744;Saint-Pantaleon-de-Larche
FRXX6801;Saint-Pantaly-d'Ans
FRXX1957;Saint-Pardoux
FRXX2480;Saint-Pardoux-Corbier
FRXX6153;Saint-Pardoux-la-Riviere
FRXX3523;Saint-Pargoire
FRXX1492;Saint-Parize-le-Chatel
FRXX1134;Saint-Parres-aux-Tertres
FRXX5551;Saint-Parres-les-Vaudes
FRXX6521;Saint-Paterne-Racan
FRXX2594;Saint-Pathus
FRXX5248;Saint-Paul
FRXX5406;Saint-Paul
FRXX1513;Saint-Paul-Cap-de-Joux
FRXX6454;Saint-Paul-de-Fenouillet
FRXX3316;Saint-Paul-de-Jarrat
FRXX3213;Saint-Paul-des-Landes
FRXX4122;Saint-Paul-de-Varax
FRXX5759;Saint-Paul-de-Varces
FRXX1752;Saint-Paul-du-Vernay
FRXX5052;Saint-Paul-en-Chablais
FRXX5756;Saint-Paul-en-Foret
FRXX3381;Saint-Paul-en-Jarez
FRXX4826;Saint-Paulet
FRXX1297;Saint-Paulien
FRXX3297;Saint-Paul-la-Coste
FRXX5513;Saint-Paul-le-Jeune
FRXX6054;Saint-Paul-les-Dax
FRXX5427;Saint-Paul-les-Durance
FRXX6336;Saint-Paul-Lizonne
FRXX4597;Saint-Paul-sur-Isere
FRXX4672;Saint-Paul-sur-Ubaye
FRXX4068;Saint-Paul-Trois-Chateaux
FRXX6529;Saint-Pe-de-Bigorre
FRXX3347;Saint-Pee-sur-Nivelle
FRXX3304;Saint-Pellerin
FRXX5541;Saint-Peray
FRXX6421;Saint-Pere-en-Retz
FRXX4461;Saint-Pereuse
FRXX4058;Saint-Phal
FRXX4610;Saint-Philbert-de-Bouaine
FRXX4239;Saint-Philbert-de-Grand-Lieu
FRXX6834;Saint-Philbert-du-Peuple
FRXX2458;Saint-Pierre
FRXX6499;Saint-Pierre-Brouck
FRXX1966;Saint-Pierre-Colamine
FRXX1282;Saint-Pierre-d'Albigny
